Datetime,HOURLYDRYBULBTEMPF,HOURLYWETBULBTEMPF,HR,MIN,DY,Weekend,Holiday,Steamgen,Nextdaysmax,Nextdaysmaxhr
2017-10-11 04:00:00,60.0,57.0,4,240,4,False,False,21650.45,31312.78,8.0
2017-10-11 05:00:00,59.0,56.0,5,300,4,False,False,22310.42,31312.78,8.0
2017-10-11 06:00:00,59.0,55.0,6,360,4,False,False,25779.21,31312.78,8.0
2017-10-11 07:00:00,58.0,54.0,7,420,4,False,False,24818.46,31312.78,8.0
2017-10-11 08:00:00,58.0,54.0,8,480,4,False,False,25747.67,31312.78,8.0
2017-10-11 09:00:00,58.0,54.0,9,540,4,False,False,26384.69,31312.78,8.0
2017-10-11 10:00:00,58.0,54.0,10,600,4,False,False,26349.21,31312.78,8.0
2017-10-11 11:00:00,57.0,54.0,11,660,4,False,False,25914.25,31312.78,8.0
2017-10-11 12:00:00,57.0,54.0,12,720,4,False,False,26647.02,31312.78,8.0
2017-10-11 13:00:00,56.0,54.0,13,780,4,False,False,27768.91,31312.78,8.0
2017-10-11 14:00:00,55.0,54.0,14,840,4,False,False,27411.93,31312.78,8.0
2017-10-11 15:00:00,55.0,53.0,15,900,4,False,False,26603.42,31312.78,8.0
2017-10-11 16:00:00,55.0,53.0,16,960,4,False,False,27162.12,31312.78,8.0
2017-10-11 17:00:00,54.0,53.0,17,1020,4,False,False,26636.63,31312.78,8.0
2017-10-11 18:00:00,55.0,53.0,18,1080,4,False,False,26961.62,31312.78,8.0
2017-10-11 19:00:00,54.0,53.0,19,1140,4,False,False,26991.95,31312.78,8.0
2017-10-11 20:00:00,54.0,53.0,20,1200,4,False,False,27838.45,31312.78,8.0
2017-10-11 21:00:00,52.0,51.0,21,1260,4,False,False,27180.93,31312.78,8.0
2017-10-11 22:00:00,52.0,51.0,22,1320,4,False,False,27098.41,31312.78,8.0
2017-10-11 23:00:00,53.0,52.0,23,1380,4,False,False,25843.02,31312.78,8.0
2017-10-12 00:00:00,54.0,53.0,0,0,5,False,False,25633.24,29331.53,9.0
2017-10-12 01:00:00,53.0,52.0,1,60,5,False,False,24431.19,29331.53,9.0
2017-10-12 02:00:00,52.0,51.0,2,120,5,False,False,26521.34,29331.53,9.0
2017-10-12 03:00:00,51.0,50.0,3,180,5,False,False,26352.52,29331.53,9.0
2017-10-12 04:00:00,51.0,50.0,4,240,5,False,False,26540.58,29331.53,9.0
2017-10-12 05:00:00,51.0,51.0,5,300,5,False,False,27795.97,29331.53,9.0
2017-10-12 06:00:00,51.0,51.0,6,360,5,False,False,29041.74,29331.53,9.0
2017-10-12 07:00:00,52.0,51.0,7,420,5,False,False,29967.81,29331.53,9.0
2017-10-12 08:00:00,53.0,52.0,8,480,5,False,False,31312.78,29331.53,9.0
2017-10-12 09:00:00,53.0,52.0,9,540,5,False,False,30384.6,29331.53,9.0
2017-10-12 10:00:00,54.0,53.0,10,600,5,False,False,30172.59,29331.53,9.0
2017-10-12 11:00:00,57.0,55.0,11,660,5,False,False,29815.09,29331.53,9.0
2017-10-12 12:00:00,59.0,57.0,12,720,5,False,False,28445.38,29331.53,9.0
2017-10-12 13:00:00,62.0,58.0,13,780,5,False,False,25502.81,29331.53,9.0
2017-10-12 14:00:00,63.0,58.0,14,840,5,False,False,24415.35,29331.53,9.0
2017-10-12 15:00:00,63.0,57.0,15,900,5,False,False,23629.63,29331.53,9.0
2017-10-12 16:00:00,63.0,58.0,16,960,5,False,False,23685.1,29331.53,9.0
2017-10-12 17:00:00,62.0,57.0,17,1020,5,False,False,23681.67,29331.53,9.0
2017-10-12 18:00:00,62.0,56.0,18,1080,5,False,False,24094.43,29331.53,9.0
2017-10-12 19:00:00,60.0,55.0,19,1140,5,False,False,24412.1,29331.53,9.0
2017-10-12 20:00:00,59.0,55.0,20,1200,5,False,False,23611.79,29331.53,9.0
2017-10-12 21:00:00,58.0,55.0,21,1260,5,False,False,24143.11,29331.53,9.0
2017-10-12 22:00:00,57.0,54.0,22,1320,5,False,False,23457.0,29331.53,9.0
2017-10-12 23:00:00,55.0,53.0,23,1380,5,False,False,22909.74,29331.53,9.0
2017-10-13 00:00:00,55.0,53.0,0,0,6,False,False,23136.77,24065.83,9.0
2017-10-13 01:00:00,55.0,52.0,1,60,6,False,False,25673.4,24065.83,9.0
2017-10-13 02:00:00,55.0,52.0,2,120,6,False,False,24586.75,24065.83,9.0
2017-10-13 03:00:00,52.0,50.0,3,180,6,False,False,24280.71,24065.83,9.0
2017-10-13 04:00:00,53.0,52.0,4,240,6,False,False,25259.24,24065.83,9.0
2017-10-13 05:00:00,55.0,52.0,5,300,6,False,False,26261.21,24065.83,9.0
2017-10-13 06:00:00,55.0,52.0,6,360,6,False,False,26617.47,24065.83,9.0
2017-10-13 07:00:00,56.0,52.0,7,420,6,False,False,28334.59,24065.83,9.0
2017-10-13 08:00:00,57.0,53.0,8,480,6,False,False,29193.21,24065.83,9.0
2017-10-13 09:00:00,59.0,54.0,9,540,6,False,False,29331.53,24065.83,9.0
2017-10-13 10:00:00,62.0,55.0,10,600,6,False,False,27627.16,24065.83,9.0
2017-10-13 11:00:00,63.0,56.0,11,660,6,False,False,26074.6,24065.83,9.0
2017-10-13 12:00:00,64.0,57.0,12,720,6,False,False,24858.56,24065.83,9.0
2017-10-13 13:00:00,65.0,59.0,13,780,6,False,False,26157.96,24065.83,9.0
2017-10-13 14:00:00,66.0,59.0,14,840,6,False,False,23731.75,24065.83,9.0
2017-10-13 15:00:00,67.0,60.0,15,900,6,False,False,23142.18,24065.83,9.0
2017-10-13 16:00:00,66.0,60.0,16,960,6,False,False,22434.4,24065.83,9.0
2017-10-13 17:00:00,65.0,59.0,17,1020,6,False,False,21940.64,24065.83,9.0
2017-10-13 18:00:00,63.0,58.0,18,1080,6,False,False,22273.24,24065.83,9.0
2017-10-13 19:00:00,62.0,57.0,19,1140,6,False,False,22980.36,24065.83,9.0
2017-10-13 20:00:00,61.0,57.0,20,1200,6,False,False,22556.14,24065.83,9.0
2017-10-13 21:00:00,61.0,57.0,21,1260,6,False,False,23010.52,24065.83,9.0
2017-10-13 22:00:00,61.0,57.0,22,1320,6,False,False,22289.5,24065.83,9.0
2017-10-13 23:00:00,61.0,58.0,23,1380,6,False,False,21713.61,24065.83,9.0
2017-10-14 00:00:00,60.0,57.0,0,0,7,True,False,21343.92,35909.47,23.0
2017-10-14 01:00:00,60.0,57.0,1,60,7,True,False,21444.29,35909.47,23.0
2017-10-14 02:00:00,60.0,57.0,2,120,7,True,False,21345.23,35909.47,23.0
2017-10-14 03:00:00,60.0,57.0,3,180,7,True,False,21634.69,35909.47,23.0
2017-10-14 04:00:00,60.0,57.0,4,240,7,True,False,21471.8,35909.47,23.0
2017-10-14 05:00:00,59.0,57.0,5,300,7,True,False,21672.29,35909.47,23.0
2017-10-14 06:00:00,58.0,56.0,6,360,7,True,False,22435.77,35909.47,23.0
2017-10-14 07:00:00,59.0,57.0,7,420,7,True,False,23504.56,35909.47,23.0
2017-10-14 08:00:00,61.0,59.0,8,480,7,True,False,23516.31,35909.47,23.0
2017-10-14 09:00:00,64.0,60.0,9,540,7,True,False,24065.83,35909.47,23.0
2017-10-14 10:00:00,66.0,62.0,10,600,7,True,False,24031.41,35909.47,23.0
2017-10-14 11:00:00,67.0,63.0,11,660,7,True,False,23221.11,35909.47,23.0
2017-10-14 12:00:00,69.0,64.0,12,720,7,True,False,23070.0,35909.47,23.0
2017-10-14 13:00:00,71.0,64.0,13,780,7,True,False,22619.0,35909.47,23.0
2017-10-14 14:00:00,71.0,64.0,14,840,7,True,False,22477.36,35909.47,23.0
2017-10-14 15:00:00,70.0,64.0,15,900,7,True,False,22772.9,35909.47,23.0
2017-10-14 16:00:00,68.0,63.0,16,960,7,True,False,23422.1,35909.47,23.0
2017-10-14 17:00:00,64.0,62.0,17,1020,7,True,False,22441.82,35909.47,23.0
2017-10-14 18:00:00,63.0,61.0,18,1080,7,True,False,23011.33,35909.47,23.0
2017-10-14 19:00:00,63.0,61.0,19,1140,7,True,False,22350.38,35909.47,23.0
2017-10-14 20:00:00,62.0,61.0,20,1200,7,True,False,22307.75,35909.47,23.0
2017-10-14 21:00:00,62.0,60.0,21,1260,7,True,False,22393.54,35909.47,23.0
2017-10-14 22:00:00,62.0,61.0,22,1320,7,True,False,22124.94,35909.47,23.0
2017-10-14 23:00:00,61.0,60.0,23,1380,7,True,False,21778.6,35909.47,23.0
2017-10-15 00:00:00,62.0,60.0,0,0,1,True,False,21218.86,47144.23,12.0
2017-10-15 01:00:00,62.0,60.0,1,60,1,True,False,20883.98,47144.23,12.0
2017-10-15 02:00:00,63.0,60.0,2,120,1,True,False,21245.62,47144.23,12.0
2017-10-15 03:00:00,63.0,60.0,3,180,1,True,False,20991.21,47144.23,12.0
2017-10-15 04:00:00,63.0,60.0,4,240,1,True,False,21039.65,47144.23,12.0
2017-10-15 05:00:00,63.0,60.0,5,300,1,True,False,21317.68,47144.23,12.0
2017-10-15 06:00:00,65.0,61.0,6,360,1,True,False,21844.39,47144.23,12.0
2017-10-15 07:00:00,67.0,62.0,7,420,1,True,False,21766.54,47144.23,12.0
2017-10-15 08:00:00,69.0,64.0,8,480,1,True,False,22533.03,47144.23,12.0
2017-10-15 09:00:00,71.0,65.0,9,540,1,True,False,22649.49,47144.23,12.0
2017-10-15 10:00:00,75.0,68.0,10,600,1,True,False,23437.3,47144.23,12.0
2017-10-15 11:00:00,78.0,70.0,11,660,1,True,False,23241.42,47144.23,12.0
2017-10-15 12:00:00,80.0,71.0,12,720,1,True,False,29799.45,47144.23,12.0
2017-10-15 13:00:00,80.0,70.0,13,780,1,True,False,29195.78,47144.23,12.0
2017-10-15 14:00:00,80.0,70.0,14,840,1,True,False,29554.32,47144.23,12.0
2017-10-15 15:00:00,80.0,70.0,15,900,1,True,False,28957.31,47144.23,12.0
2017-10-15 16:00:00,73.0,68.0,16,960,1,True,False,28880.13,47144.23,12.0
2017-10-15 17:00:00,69.0,68.0,17,1020,1,True,False,28749.88,47144.23,12.0
2017-10-15 18:00:00,66.0,64.0,18,1080,1,True,False,30791.94,47144.23,12.0
2017-10-15 19:00:00,65.0,60.0,19,1140,1,True,False,29760.04,47144.23,12.0
2017-10-15 20:00:00,60.0,55.0,20,1200,1,True,False,29262.59,47144.23,12.0
2017-10-15 21:00:00,58.0,52.0,21,1260,1,True,False,30362.83,47144.23,12.0
2017-10-15 22:00:00,54.0,50.0,22,1320,1,True,False,31707.79,47144.23,12.0
2017-10-15 23:00:00,52.0,48.0,23,1380,1,True,False,35909.47,47144.23,12.0
2017-10-16 00:00:00,50.0,47.0,0,0,2,False,False,34821.52,62647.85,9.0
2017-10-16 01:00:00,49.0,45.0,1,60,2,False,False,33729.59,62647.85,9.0
2017-10-16 02:00:00,48.0,44.0,2,120,2,False,False,35815.7,62647.85,9.0
2017-10-16 03:00:00,47.0,43.0,3,180,2,False,False,35566.32,62647.85,9.0
2017-10-16 04:00:00,47.0,43.0,4,240,2,False,False,36133.28,62647.85,9.0
2017-10-16 05:00:00,47.0,43.0,5,300,2,False,False,37796.01,62647.85,9.0
2017-10-16 06:00:00,47.0,42.0,6,360,2,False,False,38626.75,62647.85,9.0
2017-10-16 07:00:00,46.0,42.0,7,420,2,False,False,44399.74,62647.85,9.0
2017-10-16 08:00:00,47.0,42.0,8,480,2,False,False,45408.15,62647.85,9.0
2017-10-16 09:00:00,47.0,42.0,9,540,2,False,False,45272.57,62647.85,9.0
2017-10-16 10:00:00,46.0,43.0,10,600,2,False,False,43717.14,62647.85,9.0
2017-10-16 11:00:00,46.0,42.0,11,660,2,False,False,45501.85,62647.85,9.0
2017-10-16 12:00:00,49.0,43.0,12,720,2,False,False,47144.23,62647.85,9.0
2017-10-16 13:00:00,47.0,41.0,13,780,2,False,False,43891.82,62647.85,9.0
2017-10-16 14:00:00,48.0,42.0,14,840,2,False,False,46474.35,62647.85,9.0
2017-10-16 15:00:00,48.0,42.0,15,900,2,False,False,45646.73,62647.85,9.0
2017-10-16 16:00:00,47.0,41.0,16,960,2,False,False,44983.25,62647.85,9.0
2017-10-16 17:00:00,46.0,40.0,17,1020,2,False,False,44141.31,62647.85,9.0
2017-10-16 18:00:00,44.0,39.0,18,1080,2,False,False,44258.35,62647.85,9.0
2017-10-16 19:00:00,44.0,40.0,19,1140,2,False,False,41355.76,62647.85,9.0
2017-10-16 20:00:00,39.0,38.0,20,1200,2,False,False,41910.88,62647.85,9.0
2017-10-16 21:00:00,38.0,37.0,21,1260,2,False,False,42166.78,62647.85,9.0
2017-10-16 22:00:00,36.0,36.0,22,1320,2,False,False,41877.74,62647.85,9.0
2017-10-16 23:00:00,36.0,35.0,23,1380,2,False,False,41586.58,62647.85,9.0
2017-10-17 00:00:00,35.0,35.0,0,0,3,False,False,41040.6,50630.35,8.0
2017-10-17 01:00:00,35.0,35.0,1,60,3,False,False,40022.69,50630.35,8.0
2017-10-17 02:00:00,35.0,35.0,2,120,3,False,False,38313.35,50630.35,8.0
2017-10-17 03:00:00,35.0,35.0,3,180,3,False,False,53260.16,50630.35,8.0
2017-10-17 04:00:00,35.0,35.0,4,240,3,False,False,47417.02,50630.35,8.0
2017-10-17 05:00:00,36.0,35.0,5,300,3,False,False,48357.5,50630.35,8.0
2017-10-17 06:00:00,36.0,35.0,6,360,3,False,False,50665.77,50630.35,8.0
2017-10-17 07:00:00,37.0,35.0,7,420,3,False,False,55790.0,50630.35,8.0
2017-10-17 08:00:00,41.0,38.0,8,480,3,False,False,60757.49,50630.35,8.0
2017-10-17 09:00:00,45.0,41.0,9,540,3,False,False,62647.85,50630.35,8.0
2017-10-17 10:00:00,49.0,44.0,10,600,3,False,False,60159.07,50630.35,8.0
2017-10-17 11:00:00,55.0,47.0,11,660,3,False,False,56567.22,50630.35,8.0
2017-10-17 12:00:00,59.0,50.0,12,720,3,False,False,50535.71,50630.35,8.0
2017-10-17 13:00:00,63.0,52.0,13,780,3,False,False,49093.39,50630.35,8.0
2017-10-17 14:00:00,64.0,52.0,14,840,3,False,False,46926.22,50630.35,8.0
2017-10-17 15:00:00,64.0,51.0,15,900,3,False,False,43751.97,50630.35,8.0
2017-10-17 16:00:00,64.0,51.0,16,960,3,False,False,43810.85,50630.35,8.0
2017-10-17 17:00:00,60.0,50.0,17,1020,3,False,False,39835.29,50630.35,8.0
2017-10-17 18:00:00,56.0,49.0,18,1080,3,False,False,38637.82,50630.35,8.0
2017-10-17 19:00:00,56.0,49.0,19,1140,3,False,False,37402.32,50630.35,8.0
2017-10-17 20:00:00,52.0,47.0,20,1200,3,False,False,36260.34,50630.35,8.0
2017-10-17 21:00:00,51.0,47.0,21,1260,3,False,False,38047.0,50630.35,8.0
2017-10-17 22:00:00,51.0,47.0,22,1320,3,False,False,37600.93,50630.35,8.0
2017-10-17 23:00:00,50.0,46.0,23,1380,3,False,False,37095.22,50630.35,8.0
2017-10-18 00:00:00,52.0,47.0,0,0,4,False,False,40691.41,36761.17,8.0
2017-10-18 01:00:00,52.0,47.0,1,60,4,False,False,36844.56,36761.17,8.0
2017-10-18 02:00:00,50.0,46.0,2,120,4,False,False,39588.73,36761.17,8.0
2017-10-18 03:00:00,50.0,47.0,3,180,4,False,False,38710.63,36761.17,8.0
2017-10-18 04:00:00,48.0,46.0,4,240,4,False,False,39864.13,36761.17,8.0
2017-10-18 05:00:00,47.0,45.0,5,300,4,False,False,41780.08,36761.17,8.0
2017-10-18 06:00:00,47.0,45.0,6,360,4,False,False,43785.89,36761.17,8.0
2017-10-18 07:00:00,48.0,46.0,7,420,4,False,False,49709.33,36761.17,8.0
2017-10-18 08:00:00,54.0,50.0,8,480,4,False,False,50630.35,36761.17,8.0
2017-10-18 09:00:00,58.0,53.0,9,540,4,False,False,48979.42,36761.17,8.0
2017-10-18 10:00:00,63.0,56.0,10,600,4,False,False,45952.34,36761.17,8.0
2017-10-18 11:00:00,66.0,58.0,11,660,4,False,False,31258.81,36761.17,8.0
2017-10-18 12:00:00,68.0,58.0,12,720,4,False,False,21172.25,36761.17,8.0
2017-10-18 13:00:00,71.0,58.0,13,780,4,False,False,25842.89,36761.17,8.0
2017-10-18 14:00:00,72.0,59.0,14,840,4,False,False,24079.43,36761.17,8.0
2017-10-18 15:00:00,72.0,58.0,15,900,4,False,False,23229.94,36761.17,8.0
2017-10-18 16:00:00,72.0,56.0,16,960,4,False,False,23623.1,36761.17,8.0
2017-10-18 17:00:00,70.0,56.0,17,1020,4,False,False,22604.18,36761.17,8.0
2017-10-18 18:00:00,61.0,54.0,18,1080,4,False,False,22577.14,36761.17,8.0
2017-10-18 19:00:00,55.0,51.0,19,1140,4,False,False,22980.38,36761.17,8.0
2017-10-18 20:00:00,53.0,50.0,20,1200,4,False,False,22931.69,36761.17,8.0
2017-10-18 21:00:00,51.0,49.0,21,1260,4,False,False,23050.02,36761.17,8.0
2017-10-18 22:00:00,49.0,48.0,22,1320,4,False,False,22970.58,36761.17,8.0
2017-10-18 23:00:00,52.0,49.0,23,1380,4,False,False,22884.32,36761.17,8.0
2017-10-19 00:00:00,51.0,47.0,0,0,5,False,False,22802.84,37121.54,8.0
2017-10-19 01:00:00,55.0,49.0,1,60,5,False,False,23137.92,37121.54,8.0
2017-10-19 02:00:00,56.0,49.0,2,120,5,False,False,26687.93,37121.54,8.0
2017-10-19 03:00:00,56.0,49.0,3,180,5,False,False,23825.81,37121.54,8.0
2017-10-19 04:00:00,56.0,49.0,4,240,5,False,False,24200.28,37121.54,8.0
2017-10-19 05:00:00,55.0,49.0,5,300,5,False,False,25308.99,37121.54,8.0
2017-10-19 06:00:00,54.0,48.0,6,360,5,False,False,28412.34,37121.54,8.0
2017-10-19 07:00:00,53.0,48.0,7,420,5,False,False,31947.56,37121.54,8.0
2017-10-19 08:00:00,56.0,49.0,8,480,5,False,False,36761.17,37121.54,8.0
2017-10-19 09:00:00,60.0,52.0,9,540,5,False,False,33525.7,37121.54,8.0
2017-10-19 10:00:00,64.0,55.0,10,600,5,False,False,32032.54,37121.54,8.0
2017-10-19 11:00:00,66.0,56.0,11,660,5,False,False,27909.26,37121.54,8.0
2017-10-19 12:00:00,69.0,57.0,12,720,5,False,False,25141.69,37121.54,8.0
2017-10-19 13:00:00,72.0,59.0,13,780,5,False,False,24916.27,37121.54,8.0
2017-10-19 14:00:00,72.0,59.0,14,840,5,False,False,25176.51,37121.54,8.0
2017-10-19 15:00:00,72.0,59.0,15,900,5,False,False,24087.17,37121.54,8.0
2017-10-19 16:00:00,71.0,59.0,16,960,5,False,False,23624.79,37121.54,8.0
2017-10-19 17:00:00,67.0,59.0,17,1020,5,False,False,23175.66,37121.54,8.0
2017-10-19 18:00:00,64.0,57.0,18,1080,5,False,False,23659.85,37121.54,8.0
2017-10-19 19:00:00,62.0,56.0,19,1140,5,False,False,23881.26,37121.54,8.0
2017-10-19 20:00:00,60.0,56.0,20,1200,5,False,False,23999.74,37121.54,8.0
2017-10-19 21:00:00,60.0,54.0,21,1260,5,False,False,25919.82,37121.54,8.0
2017-10-19 22:00:00,57.0,52.0,22,1320,5,False,False,23819.52,37121.54,8.0
2017-10-19 23:00:00,56.0,50.0,23,1380,5,False,False,25786.23,37121.54,8.0
2017-10-20 00:00:00,49.0,46.0,0,0,6,False,False,24379.87,30801.17,8.0
2017-10-20 01:00:00,47.0,45.0,1,60,6,False,False,24151.66,30801.17,8.0
2017-10-20 02:00:00,45.0,44.0,2,120,6,False,False,29381.84,30801.17,8.0
2017-10-20 03:00:00,45.0,43.0,3,180,6,False,False,25547.79,30801.17,8.0
2017-10-20 04:00:00,44.0,43.0,4,240,6,False,False,29199.38,30801.17,8.0
2017-10-20 05:00:00,47.0,43.0,5,300,6,False,False,30786.06,30801.17,8.0
2017-10-20 06:00:00,44.0,41.0,6,360,6,False,False,32831.45,30801.17,8.0
2017-10-20 07:00:00,44.0,42.0,7,420,6,False,False,34679.09,30801.17,8.0
2017-10-20 08:00:00,50.0,46.0,8,480,6,False,False,37121.54,30801.17,8.0
2017-10-20 09:00:00,57.0,50.0,9,540,6,False,False,36709.72,30801.17,8.0
2017-10-20 10:00:00,60.0,51.0,10,600,6,False,False,36964.12,30801.17,8.0
2017-10-20 11:00:00,63.0,51.0,11,660,6,False,False,33922.34,30801.17,8.0
2017-10-20 12:00:00,65.0,52.0,12,720,6,False,False,29510.68,30801.17,8.0
2017-10-20 13:00:00,67.0,53.0,13,780,6,False,False,27539.3,30801.17,8.0
2017-10-20 14:00:00,68.0,53.0,14,840,6,False,False,25278.75,30801.17,8.0
2017-10-20 15:00:00,68.0,53.0,15,900,6,False,False,26401.4,30801.17,8.0
2017-10-20 16:00:00,68.0,53.0,16,960,6,False,False,26155.94,30801.17,8.0
2017-10-20 17:00:00,65.0,52.0,17,1020,6,False,False,24702.61,30801.17,8.0
2017-10-20 18:00:00,58.0,50.0,18,1080,6,False,False,24561.57,30801.17,8.0
2017-10-20 19:00:00,54.0,49.0,19,1140,6,False,False,25590.17,30801.17,8.0
2017-10-20 20:00:00,50.0,47.0,20,1200,6,False,False,24732.01,30801.17,8.0
2017-10-20 21:00:00,48.0,46.0,21,1260,6,False,False,25051.87,30801.17,8.0
2017-10-20 22:00:00,48.0,46.0,22,1320,6,False,False,24413.24,30801.17,8.0
2017-10-20 23:00:00,49.0,46.0,23,1380,6,False,False,24301.2,30801.17,8.0
2017-10-21 00:00:00,50.0,47.0,0,0,7,True,False,25642.1,27732.3,8.0
2017-10-21 01:00:00,49.0,46.0,1,60,7,True,False,25664.5,27732.3,8.0
2017-10-21 02:00:00,48.0,45.0,2,120,7,True,False,25207.06,27732.3,8.0
2017-10-21 03:00:00,49.0,45.0,3,180,7,True,False,25228.16,27732.3,8.0
2017-10-21 04:00:00,47.0,44.0,4,240,7,True,False,24902.7,27732.3,8.0
2017-10-21 05:00:00,48.0,44.0,5,300,7,True,False,25640.82,27732.3,8.0
2017-10-21 06:00:00,47.0,44.0,6,360,7,True,False,25808.88,27732.3,8.0
2017-10-21 07:00:00,47.0,44.0,7,420,7,True,False,28644.54,27732.3,8.0
2017-10-21 08:00:00,52.0,48.0,8,480,7,True,False,30801.17,27732.3,8.0
2017-10-21 09:00:00,58.0,50.0,9,540,7,True,False,27710.73,27732.3,8.0
2017-10-21 10:00:00,63.0,52.0,10,600,7,True,False,28438.59,27732.3,8.0
2017-10-21 11:00:00,66.0,54.0,11,660,7,True,False,24902.99,27732.3,8.0
2017-10-21 12:00:00,69.0,57.0,12,720,7,True,False,24307.59,27732.3,8.0
2017-10-21 13:00:00,71.0,57.0,13,780,7,True,False,24040.48,27732.3,8.0
2017-10-21 14:00:00,73.0,59.0,14,840,7,True,False,24153.96,27732.3,8.0
2017-10-21 15:00:00,73.0,58.0,15,900,7,True,False,23825.16,27732.3,8.0
2017-10-21 16:00:00,73.0,59.0,16,960,7,True,False,23636.77,27732.3,8.0
2017-10-21 17:00:00,67.0,61.0,17,1020,7,True,False,23546.56,27732.3,8.0
2017-10-21 18:00:00,63.0,57.0,18,1080,7,True,False,24306.75,27732.3,8.0
2017-10-21 19:00:00,58.0,55.0,19,1140,7,True,False,23500.73,27732.3,8.0
2017-10-21 20:00:00,54.0,52.0,20,1200,7,True,False,23452.76,27732.3,8.0
2017-10-21 21:00:00,53.0,52.0,21,1260,7,True,False,23487.59,27732.3,8.0
2017-10-21 22:00:00,55.0,52.0,22,1320,7,True,False,23510.21,27732.3,8.0
2017-10-21 23:00:00,53.0,50.0,23,1380,7,True,False,23276.45,27732.3,8.0
2017-10-22 00:00:00,51.0,49.0,0,0,1,True,False,24365.35,29147.86,8.0
2017-10-22 01:00:00,49.0,48.0,1,60,1,True,False,23859.66,29147.86,8.0
2017-10-22 02:00:00,50.0,48.0,2,120,1,True,False,23885.23,29147.86,8.0
2017-10-22 03:00:00,48.0,47.0,3,180,1,True,False,24056.19,29147.86,8.0
2017-10-22 04:00:00,49.0,48.0,4,240,1,True,False,24093.24,29147.86,8.0
2017-10-22 05:00:00,48.0,47.0,5,300,1,True,False,24149.19,29147.86,8.0
2017-10-22 06:00:00,49.0,47.0,6,360,1,True,False,24948.04,29147.86,8.0
2017-10-22 07:00:00,51.0,48.0,7,420,1,True,False,25563.96,29147.86,8.0
2017-10-22 08:00:00,56.0,52.0,8,480,1,True,False,27732.3,29147.86,8.0
2017-10-22 09:00:00,62.0,55.0,9,540,1,True,False,26852.85,29147.86,8.0
2017-10-22 10:00:00,66.0,57.0,10,600,1,True,False,26069.23,29147.86,8.0
2017-10-22 11:00:00,69.0,58.0,11,660,1,True,False,24934.6,29147.86,8.0
2017-10-22 12:00:00,72.0,61.0,12,720,1,True,False,24602.53,29147.86,8.0
2017-10-22 13:00:00,75.0,62.0,13,780,1,True,False,24946.13,29147.86,8.0
2017-10-22 14:00:00,74.0,62.0,14,840,1,True,False,24676.47,29147.86,8.0
2017-10-22 15:00:00,74.0,62.0,15,900,1,True,False,24038.36,29147.86,8.0
2017-10-22 16:00:00,72.0,63.0,16,960,1,True,False,23665.65,29147.86,8.0
2017-10-22 17:00:00,70.0,62.0,17,1020,1,True,False,23263.81,29147.86,8.0
2017-10-22 18:00:00,67.0,61.0,18,1080,1,True,False,23850.06,29147.86,8.0
2017-10-22 19:00:00,67.0,59.0,19,1140,1,True,False,23913.22,29147.86,8.0
2017-10-22 20:00:00,66.0,59.0,20,1200,1,True,False,23691.65,29147.86,8.0
2017-10-22 21:00:00,65.0,58.0,21,1260,1,True,False,23990.2,29147.86,8.0
2017-10-22 22:00:00,65.0,58.0,22,1320,1,True,False,23572.89,29147.86,8.0
2017-10-22 23:00:00,65.0,58.0,23,1380,1,True,False,23488.72,29147.86,8.0
2017-10-23 00:00:00,64.0,58.0,0,0,2,False,False,22906.84,29644.19,10.0
2017-10-23 01:00:00,64.0,57.0,1,60,2,False,False,22513.73,29644.19,10.0
2017-10-23 02:00:00,63.0,56.0,2,120,2,False,False,22738.87,29644.19,10.0
2017-10-23 03:00:00,63.0,56.0,3,180,2,False,False,22619.44,29644.19,10.0
2017-10-23 04:00:00,63.0,57.0,4,240,2,False,False,22853.32,29644.19,10.0
2017-10-23 05:00:00,62.0,56.0,5,300,2,False,False,24112.44,29644.19,10.0
2017-10-23 06:00:00,61.0,56.0,6,360,2,False,False,25588.47,29644.19,10.0
2017-10-23 07:00:00,61.0,56.0,7,420,2,False,False,28157.69,29644.19,10.0
2017-10-23 08:00:00,62.0,56.0,8,480,2,False,False,29147.86,29644.19,10.0
2017-10-23 09:00:00,63.0,57.0,9,540,2,False,False,28689.68,29644.19,10.0
2017-10-23 10:00:00,66.0,59.0,10,600,2,False,False,28731.6,29644.19,10.0
2017-10-23 11:00:00,68.0,60.0,11,660,2,False,False,28320.72,29644.19,10.0
2017-10-23 12:00:00,69.0,61.0,12,720,2,False,False,26613.05,29644.19,10.0
2017-10-23 13:00:00,71.0,63.0,13,780,2,False,False,26011.34,29644.19,10.0
2017-10-23 14:00:00,70.0,62.0,14,840,2,False,False,23808.43,29644.19,10.0
2017-10-23 15:00:00,71.0,62.0,15,900,2,False,False,24156.9,29644.19,10.0
2017-10-23 16:00:00,70.0,61.0,16,960,2,False,False,23964.66,29644.19,10.0
2017-10-23 17:00:00,69.0,61.0,17,1020,2,False,False,24126.2,29644.19,10.0
2017-10-23 18:00:00,69.0,61.0,18,1080,2,False,False,24301.92,29644.19,10.0
2017-10-23 19:00:00,69.0,61.0,19,1140,2,False,False,24091.73,29644.19,10.0
2017-10-23 20:00:00,70.0,62.0,20,1200,2,False,False,23763.1,29644.19,10.0
2017-10-23 21:00:00,71.0,63.0,21,1260,2,False,False,23789.31,29644.19,10.0
2017-10-23 22:00:00,72.0,62.0,22,1320,2,False,False,23577.35,29644.19,10.0
