UPC,TITLE,Category ID,Category Name,Master Product ID,ACTIVE_CAT_ID_LIST,SITE_PRODUCT_TYPE,ITEM_QTY,NETNET_MERCH_AMT,BRAND,ITEM_GROUP_ID
24258380899,Waterford Lismore Nouveau Champagne Flute,3865,Home,61779,"6466, 8240, 8292, 1000232, 1003304, 1004842, 1005000, 1005423, 1005425, 1005426, 1005468, 1005741, 1008368, 1031067, 1054662, 1062759, 1062760, 1063567, 1063568, 1064059, 1065864",DRINKWARE,4,300,WATERFORD                          ,233272
91574035765,"Vera Wang Wedgwood ""Grosgrain"" 8x10 Frame",3865,Home,67174,"1001547, 1045861",HOME_ACCENTS,1,100,VERA WANG                          ,81108
91574032528,"Vera Wang Wedgwood ""Grosgrain"" Double Invitation Frame, 5"" x 7""",3865,Home,67174,1001547,HOME_ACCENTS,1,100,VERA WANG                          ,81106
32677985304,Vera Wang Wedgwood Vera Lace Gravy Boat,3865,Home,71984,"8316, 1065864",SERVEWARE,1,185,VERA WANG                          ,72185
32677985465,Vera Wang Wedgwood Vera Lace Rim Soup Bowl,3865,Home,71984,1065864,DINNERWARE,3,285,VERA WANG                          ,72181
32677985403,"Vera Wang Wedgwood ""Vera Lace"" Sugar",3865,Home,71984,"8313, 1065864",SERVEWARE,1,145,VERA WANG                          ,72188
32677985250,"Vera Wang Wedgwood ""Vera Lace"" Gold Oval Platter",3865,Home,71984,1065864,SERVEWARE,1,240,VERA WANG                          ,72182
91574024141,"Vera Wang Wedgwood ""Grosgrain"" 5 Piece Place Setting",3865,Home,72902,"17211, 1003025",FLATWARE,2,68.4,VERA WANG                          ,72904
91574024141,"Vera Wang Wedgwood ""Grosgrain"" 5 Piece Place Setting",3865,Home,72902,"17211, 1003025",FLATWARE,1,48.81,VERA WANG                          ,72904
91574024141,"Vera Wang Wedgwood ""Grosgrain"" 5 Piece Place Setting",3865,Home,72902,"17211, 1003025",FLATWARE,4,196,VERA WANG                          ,72904
24258421875,"Waterford Lismore Essence Wine Glass, Set of 2",3865,Home,80409,"6466, 8240, 20741, 20743, 1000232, 1000306, 1003304, 1004842, 1004848, 1005000, 1005423, 1005425, 1005426, 1005468, 1005744, 1008368, 1031067, 1054665, 1062759, 1062760, 1063567, 1063568, 1064059, 1065864",DRINKWARE,2,320,WATERFORD                          ,128588
24258421882,"Waterford Lismore Essence Boxed Champagne Flutes, Set of 2",3865,Home,80409,"6466, 8240, 8292, 1000232, 1000306, 1003304, 1004842, 1004848, 1005000, 1005423, 1005425, 1005426, 1005468, 1005741, 1008368, 1031067, 1054662, 1062759, 1062760, 1063567, 1063568, 1064059, 1065864",DRINKWARE,-1,-128,WATERFORD                          ,128589
